metric,baseline,std
context_recall,0.7353442728442728,0.0
context_precision,0.4966854353933967,0.0012210724978787182
faithfulness,0.9132875103830986,0.0057041171000909285
answer_relevancy,0.6393360454839396,0.003666790437460941
